Updated at,Company,Crunchbase Url,Last Valuation (Billion $),Date Joined,Year Joined,City,Country,Industry,Investors,Company Website
"6/1/2023, 2:12:23 AM",Adept,https://www.cbinsights.com/company/adept-3,1,3/14/2023,2023,San Francisco,United States,Artificial intelligence,"[""Greylock Partners"",""Addition"",""M12""]",
"6/1/2023, 2:12:23 AM",Atmosphere,https://www.cbinsights.com/company/atmosphere-1,1,2/7/2023,2023,Austin,United States,Other,"[""S3 Ventures""]",
"6/1/2023, 2:12:23 AM",Character.AI,https://www.cbinsights.com/company/characterai,1,3/3/2023,2023,Menlo Park,United States,Artificial intelligence,"[""Andreessen Horowitz""]",
"6/1/2023, 2:12:23 AM",MNT-Halan,https://www.cbinsights.com/company/halan,1,2/3/2023,2023,Cairo,Egypt,Fintech,"[""Middle East Venture Partners"",""Endeavor"",""Algebra Ventures""]",
"6/1/2023, 2:12:22 AM",DeepL,https://www.cbinsights.com/company/deepl,1,1/11/2023,2023,Cologne,Germany,Internet software & services,"[""Benchmark"",""btov Partners"",""Bessemer Venture Partners""]",
"6/1/2023, 2:12:22 AM",Avenue One,https://www.cbinsights.com/company/avenue-one,1,5/15/2023,2023,New York,United States,Internet software & services,"[""""]",
"6/1/2023, 2:12:21 AM",B&C Chemical,https://www.cbinsights.com/company/bokang-information,1.02,4/19/2023,2023,Pizhou,China,Other,"[""Suzhou International Development Venture Capital Holding"",""GP Capital""]",
"6/1/2023, 2:12:08 AM",Colossal,https://www.cbinsights.com/company/colossal,1.19,1/31/2023,2023,Austin,United States,Health,"[""Animal Capital"",""Breyer Capital"",""In-Q-Tel""]",
"6/1/2023, 2:12:01 AM",Our Next Energy,https://www.cbinsights.com/company/our-next-energy,1.2,2/1/2023,2023,Novi,United States,Other,"[""BMW i Ventures"",""Breakthrough Energy Ventures"",""Volta Energy Technologies""]",
"6/1/2023, 2:12:01 AM",Replit,https://www.cbinsights.com/company/neoreason,1.2,4/25/2023,2023,San Francisco,United States,Mobile & telecommunications,"[""Andreessen Horowitz"",""Bloomberg Beta"",""Reach Capital""]",
"6/1/2023, 2:11:43 AM",Liquidity,https://www.cbinsights.com/company/liquidity,1.4,2/20/2023,2023,Tel Aviv,Israel,Fintech,"[""MUFG Innovation Partners"",""Spark Capital""]",
"6/1/2023, 2:11:40 AM",Huasun,https://www.cbinsights.com/company/huasun-new-energy,1.46,1/19/2023,2023,Xuancheng,China,Other,"[""Hongtai Capital Holdings"",""Jintou Zhiyuan""]",
"6/1/2023, 2:11:28 AM",Runway,https://www.cbinsights.com/company/runwayml,1.5,5/4/2023,2023,New York,United States,Artificial intelligence,"[""\tLux Capital"",""Compound"",""Amplify Partners""]",
"6/1/2023, 2:11:13 AM",Kindbody,https://www.cbinsights.com/company/kindbody,1.8,3/2/2023,2023,Kindbody,United States,Health,"[""RRE Ventures"",""Google Ventures"",""Bramalea Partners""]",
"6/1/2023, 2:11:12 AM",Quantexa,https://www.cbinsights.com/company/quantexa,1.8,4/3/2023,2023,London,United Kingdom,Data management & analytics,"[""AlbionVC"",""Dawn Capital"",""HSBC Venture Capital""]",
"6/1/2023, 2:11:12 AM",Scroll,https://www.cbinsights.com/company/scroll-io,1.8,3/14/2023,2023,,Seychelles,Fintech,"[""OKX Ventures"",""Sequoia Capital China"",""IOSG""]",
"6/1/2023, 2:11:09 AM",ShiftKey,https://www.cbinsights.com/company/shiftkey,2,1/11/2023,2023,Dallas,United States,Health,"[""Health Velocity Capital""]",
"6/1/2023, 2:10:56 AM",Cohere,https://www.cbinsights.com/company/cohere-3,2,5/2/2023,2023,Toronto,Canada,Artificial intelligence,"[""Index Ventures"",""Salesforce Ventures"",""Section 32""]",
"6/1/2023, 2:10:56 AM",CoreWeave,https://www.cbinsights.com/company/coreweave,2.22,4/20/2023,2023,Roseland,United States,Internet software & services,"[""Magnetar Capital""]",
"6/1/2023, 2:10:19 AM",eToro,https://www.cbinsights.com/company/etoro,3.5,3/21/2023,2023,London,United Kingdom,Fintech,"[""BRM Group"",""Spark Capital"",""Social Leverage""]",
"6/1/2023, 2:10:03 AM",Anthropic,https://www.cbinsights.com/company/anthropic,4.4,2/3/2023,2023,San Francisco,United States,Artificial intelligence,"[""Google""]",
"6/1/2023, 2:13:03 AM",Esusu,https://www.cbinsights.com/company/esusu,1,1/27/2022	,2022	,New York,United States,Fintech,"[""Next Play Ventures"",""Zeal Capital Partners"",""SoftBank Group""]",
"6/1/2023, 2:13:03 AM",Minio,https://www.cbinsights.com/company/minio,1,1/26/2022	,2022	,Palo Alto,United States,Data management & analytics,"[""General Catalyst"",""Nexus Venture Partners"",""Dell Technologies Capital""]",
"6/1/2023, 2:13:03 AM",Darwinbox,https://www.cbinsights.com/company/darwinbox,1,1/25/2022	,2022	,Hyderabad,India,Internet software & services,"[""Lightspeed India Partners"",""Sequoia Capital India"",""Endiya Partners""]",
"6/1/2023, 2:13:02 AM",Pentera,https://www.cbinsights.com/company/pcysys,1,1/11/2022	,2022	,Petah Tikva,Israel,Cybersecurity ,"[""AWZ Ventures"",""Blackstone"",""Insight Partners""]",
"6/1/2023, 2:13:02 AM",Placer.ai,https://www.cbinsights.com/company/placerai,1,1/12/2022	,2022	,Los Altos,United States,Artificial intelligence,"[""Fifth Wall Ventures"",""JBV Capital"",""Array Ventures""]",
"6/1/2023, 2:12:18 AM",CAIS,https://www.cbinsights.com/company/cais,1.1,1/11/2022	,2022	,New York,United States,Fintech,"[""Franklin Templeton"",""Motive Partners. Apollo Global Management""]",
"6/1/2023, 2:12:17 AM",Chief,https://www.cbinsights.com/company/chief-1,1.1,3/31/2022	,2022	,New York,United States,Other,"[""General Catalyst"",""Inspired Capital"",""Flybridge Capital Partners""]",
"6/1/2023, 2:11:10 AM",Fever,https://www.cbinsights.com/company/fever-labs,1.96,1/26/2022	,2022	,New York,United States,Internet software & services,"[""Accel"",""14W"",""GS Growth""]",
"6/1/2023, 2:11:10 AM",Ankorstore,https://www.cbinsights.com/company/ankorstore,1.98,1/10/2022	,2022	,Paris,France,E-commerce & direct-to-consumer,"[""Global Founders Capital"",""Aglae Ventures"",""Alven Capital""]",
"6/1/2023, 2:13:11 AM",Unstoppable Domains,https://www.cbinsights.com/company/unstoppable-domains,1,7/27/2022,2022,Las Vegas,United States,Internet software & services,"[""Boost VC"",""Draper Associates"",""Gaingels""]",
"6/1/2023, 2:13:11 AM",SingleStore,https://www.cbinsights.com/company/memsql,1,7/12/2022,2022,San Francisco,United States,Data management & analytics,"[""Google Ventures"",""Accel"",""Data Collective""]",
"6/1/2023, 2:13:11 AM",VulcanForms,https://www.cbinsights.com/company/vulcanforms,1,7/5/2022,2022,Burlington,United States,"Supply chain, logistics, & delivery","[""Eclipse Ventures"",""D1 Capital Partners"",""Industry Ventures""]",
"6/1/2023, 2:13:10 AM",FourKites,https://www.cbinsights.com/company/fourkites,1,6/21/2022,2022,Chicago,United States,"Supply chain, logistics, & delivery","[""Hyde Park Venture Partners"",""Bain Capital Ventures"",""Hyde Park Angels""]",
"6/1/2023, 2:13:10 AM",LeadSquared,https://www.cbinsights.com/company/leadsquared,1,6/21/2022,2022,Bengaluru,India,Internet software & services,"[""Gaja Capital Partners"",""Stakeboat Capital"",""WestBridge Capital""]",
"6/1/2023, 2:13:10 AM",Vayyar,https://www.cbinsights.com/company/vayyar-imaging,1,6/6/2022,2022,Yehud,Israel,Hardware,"[""Battery Ventures"",""Bessemer Venture Partners"",""MoreVC""]",
"6/1/2023, 2:13:10 AM",JupiterOne,https://www.cbinsights.com/company/jupiterone,1,6/2/2022,2022,Morrisville,United States,Cybersecurity,"[""Bain Capital Ventures"",""Splunk Ventures"",""Cisco Investments""]",
"6/1/2023, 2:13:10 AM",Immuta,https://www.cbinsights.com/company/immuta,1,6/8/2022,2022,Boston,United States,Data management & analytics,"[""DFJ Growth Fund"",""Dell Technologies Capital"",""Ten Eleven Ventures""]",
"6/1/2023, 2:13:09 AM",CareBridge,https://www.cbinsights.com/company/carebridge,1,6/8/2022,2022,Nashville,United States,Health,"[""Bain Capital Ventures"",""Splunk Ventures"",""Cisco Investments""]",
"6/1/2023, 2:13:09 AM",Glean,https://www.cbinsights.com/company/glean-2,1,5/18/2022,2022,Palo Alto,United States,Internet software & services,"[""General Catalyst"",""Kleiner Perkins Caufield & Byers"",""Lightspeed Venture Partners""]",
"6/1/2023, 2:13:09 AM",Habi,https://www.cbinsights.com/company/habi,1,5/11/2022,2022,Bogota,Colombia,Fintech,"[""Homebrew"",""Inspired Capital"",""Tiger Global Management""]",
"6/1/2023, 2:13:09 AM",Remarkable,https://www.cbinsights.com/company/remarkable,1,5/10/2022,2022,Oslo,Norway,Internet software & services,"[""Spark Capital""]",
"6/1/2023, 2:13:09 AM",Opn,https://www.cbinsights.com/company/omise,1,5/9/2022,2022,Tokyo,Japan,Fintech,"[""Sinar Mas Digital Ventures"",""JIC Venture Growth Investments"",""Golden Gate Ventures""]",
"6/1/2023, 2:13:09 AM",Polarium,https://www.cbinsights.com/company/polarium,1,5/3/2022,2022,Kista,Sweden,Other,"[""AMF Pensionsforsakring""]",
"6/1/2023, 2:13:09 AM",Open,https://www.cbinsights.com/company/open,1,5/2/2022,2022,Bengaluru,India,Fintech,"[""3one4 Capital Partners"",""Tiger Global Management"",""Temasek""]",
"6/1/2023, 2:13:08 AM",Taxfix,https://www.cbinsights.com/company/taxfix,1,4/28/2022,2022,Berlin,Germany,Fintech,"[""Valar Ventures"",""Index Ventures"",""Creandum""]",
"6/1/2023, 2:13:08 AM",Divergent 3D,https://www.cbinsights.com/company/divergent-microfactories,1,4/25/2022,2022,Torrance,United States,Auto & transportation,"[""Hedosophia"",""Horizons Ventures"",""Alumni Ventures Group""]",
"6/1/2023, 2:13:08 AM",Factorial,https://www.cbinsights.com/company/factorial,1,10/11/2022,2022,Barcelona,Spain,Internet software & services,"[""K Fund"",""Creandum"",""CRV""]",
"6/1/2023, 2:13:08 AM",UPSIDE Foods,https://www.cbinsights.com/company/memphis-meats,1,4/21/2022,2022,Berkeley,United States,Other,"[""Battery Ventures"",""Adams Street Partners"",""Coatue Management""]",
"6/1/2023, 2:13:08 AM",NexHealth,https://www.cbinsights.com/company/nexhealth,1,4/21/2022,2022,San Francisco,United States,Health,"[""iSeed Ventures"",""Point Nine Capital"",""Buckley Ventures""]",
"6/1/2023, 2:13:07 AM",Oyster,https://www.cbinsights.com/company/oyster-1,1,4/20/2022,2022,Wilmington,United States,Fintech,"[""Emergence Capital"",""Slack Fund"",""PayPal Ventures""]",
"6/1/2023, 2:13:07 AM",Genies,https://www.cbinsights.com/company/blend-systems,1,4/12/2022,2022,Venice,United States,Internet software & services,"[""New Enterprise Associates"",""Tull Investment Group"",""Silver Lake""]",
"6/1/2023, 2:13:07 AM",Grover,https://www.cbinsights.com/company/byebuy,1,4/7/2022,2022,Berlin,Germany,E-commerce & direct-to-consumer,"[""Varengold Bank"",""Circularity Capital"",""Coparion""]",
"6/1/2023, 2:13:07 AM",BostonGene,https://www.cbinsights.com/company/bostongene,1,4/6/2022,2022,Waltham,United States,Health,"[""Japan Industrial Partners"",""Impact Investment Capital"",""NEC""]",
"6/1/2023, 2:13:07 AM",Electric,https://www.cbinsights.com/company/electric-ai,1,3/29/2022,2022,New York,United States,Cybersecurity,"[""Primary Venture Partners"",""Bessemer Venture Partners"",""Harmonic Growth Partners""]",
"6/1/2023, 2:13:07 AM",FLASH,https://www.cbinsights.com/company/flashparking,1,3/16/2022,2022,Austin,United States,Fintech,"[""L Catterton"",""Trellis Partners"",""Vista Equity Partners""]",
"6/1/2023, 2:13:06 AM",Tarana Wireless,https://www.cbinsights.com/company/tarana-wireless,1,3/23/2022,2022,Milpitas,United States,Mobile & telecommunications,"[""Prime Movers Lab"",""Khosla Ventures"",""I Squared Capital""]",
"6/1/2023, 2:13:06 AM",RapidAPI,https://www.cbinsights.com/company/rapidapi,1,3/23/2022,2022,San Francisco,United States,Internet software & services,"[""Green Bay Ventures"",""M12"",""Andreessen Horowitz""]",
"6/1/2023, 2:13:06 AM",CommerceIQ,https://www.cbinsights.com/company/boomerang-commerce-inc,1,3/21/2022,2022,Palo Alto,United States,Artificial Intelligence,"[""Trinity Ventures"",""Madrona Venture Group"",""Shasta Ventures""]",
"6/1/2023, 2:13:06 AM",Glia,https://www.cbinsights.com/company/salemove,1,3/21/2022,2022,New York,United States,Fintech,"[""Wildcat Capital Management"",""Insight Partners"",""Tola Capital""]",
"6/1/2023, 2:13:06 AM",Aptos,https://www.cbinsights.com/company/aptos,1,3/15/2022,2022,Palo Alto,United States,Internet software & services,"[""Andreessen Horowitz"",""Coinbase Ventures"",""Tiger Global Management""]",
"6/1/2023, 2:13:06 AM",Gauntlet Networks,https://www.cbinsights.com/company/gauntlet-networks,1,3/7/2022,2022,New York,United States,Fintech,"[""Polychain Capital"",""Paradigm"",""Ribbit Capital""]",
"6/1/2023, 2:13:06 AM",Vendr,https://www.cbinsights.com/company/vendr,1,2/24/2022,2022,Boston,United States,Fintech,"[""Craft Ventures"",""F-Prime Capital"",""Sound Ventures""]",
"6/1/2023, 2:13:05 AM",Veev,https://www.cbinsights.com/company/veev,1,2/24/2022,2022,San Mateo,United States,Internet software & services,"[""Zeev Ventures"",""Bond"",""Fifth Wall Ventures""]",
"6/1/2023, 2:13:05 AM",BlueVoyant,https://www.cbinsights.com/company/bluevoyant,1,2/23/2022,2022,New York,United States,Cybersecurity,"[""8VC"",""Liberty Strategic Capital"",""Eden Global Partners""]",
"6/1/2023, 2:13:05 AM",Omada Health,https://www.cbinsights.com/company/omada-health,1,2/23/2022,2022,San Francisco,United States,Health,"[""U.S. Venture Partners"",""dRx Capital"",""Andreessen Horowitz""]",
"6/1/2023, 2:13:05 AM",Scalapay,https://www.cbinsights.com/company/scalapay,1,2/23/2022,2022,Milan,Italy,Fintech,"[""Fasanara Capital"",""Tiger Global Management"",""Baleen Capital""]",
"6/1/2023, 2:13:04 AM",Timescale,https://www.cbinsights.com/company/440-labs,1,2/22/2022,2022,New York,United States,Internet software & services,"[""New Enterprise Associates"",""Benchmark"",""Two Sigma Ventures""]",
"6/1/2023, 2:13:04 AM",Hasura,https://www.cbinsights.com/company/hasura,1,2/22/2022,2022,Bengaluru,India,Internet software & services,"[""Nexus Venture Partners"",""Vertex Ventures"",""STRIVE""]",
"6/1/2023, 2:13:04 AM",CHEQ,https://www.cbinsights.com/company/cheq,1,2/22/2022,2022,New York,United States,Cybersecurity ,"[""Battery Ventures"",""Tiger Global Management"",""Hanaco Ventures""]",
"6/1/2023, 2:13:04 AM",Axelar,https://www.cbinsights.com/company/axelar-1,1,2/15/2022,2022,Waterloo,Canada,Internet software & services,"[""Lemniscap VC"",""North Island Ventures"",""Polychain Capital""]",
"6/1/2023, 2:13:04 AM",Watershed,https://www.cbinsights.com/company/watershed,1,2/8/2022,2022,San Francisco,United States,Internet software & services,"[""Kleiner Perkins Caufield & Byers"",""Sequoia Capital""]",
"6/1/2023, 2:13:04 AM",Payhawk,https://www.cbinsights.com/company/payhawk,1,2/14/2022,2022,London,United Kingdom,Fintech,"[""Earlybird Venture Capital"",""Eleven Ventures"",""QED Investors""]",
"6/1/2023, 2:13:04 AM",Scandit,https://www.cbinsights.com/company/scandit,1,2/9/2022,2022,Zurich,Switzerland,"Supply chain, logistics, & delivery","[""Atomico"",""NGP Capital"",""Google Ventures""]",
"6/1/2023, 2:13:04 AM",Dune Analytics,https://www.cbinsights.com/company/dune-analytics,1,2/2/2022,2022,Oslo,Norway,Data management & analytics,"[""Multicoin Capital"",""Coatue Management"",""Dragonfly Capital Partners""]",
"6/1/2023, 2:13:03 AM",Betterfly,https://www.cbinsights.com/company/burn-to-give,1,2/1/2022,2022,Santiago,Chile,Artificial intelligence,"[""QED Investors"",""DST Global"",""Endeavor""]",
"6/1/2023, 2:13:02 AM",Assent,https://www.cbinsights.com/company/assent-compliance-inc,1,1/6/2022,2022,Ottawa,Canada,"Supply chain, logistics, & delivery","[""Vista Equity Partners"",""Warburg Pincus"",""First Ascent Ventures""]",
"6/1/2023, 2:13:02 AM",Fractal Analytics,https://www.cbinsights.com/company/fractal-analytics,1,1/5/2022,2022,Mumbai,India,Data management & analytics,"[""TPG Capital"",""Apax Partners"",""TA Associates""]",
"6/1/2023, 2:12:44 AM",Augustinus Bader,https://www.cbinsights.com/company/augustinus-bader,1,11/9/2022,2022,United Kingdom,London,Consumer & retail,"[""General Atlantic""]",
"6/1/2023, 2:12:26 AM",Zebec,https://www.cbinsights.com/company/zebec,1,8/29/2022,2022,San Francisco,United States,Fintech,"[""Resolute Ventures"",""Shima Capital"",""Circle Ventures""]",
"6/1/2023, 2:12:26 AM",Perimeter 81,https://www.cbinsights.com/company/perimeter-81,1,6/6/2022,2022,Tel Aviv,Israel,Cybersecurity,"[""Insight Partners"",""Toba Capital"",""Spring Ventures""]",
"6/1/2023, 2:12:25 AM",TransferMate,https://www.cbinsights.com/company/transfermate,1,5/22/2022,2022,Kilkenny,Ireland,Fintech,"[""Railway Pension Trustee Co. Ltd.""]",
"6/1/2023, 2:12:25 AM",EcoVadis,https://www.cbinsights.com/company/ecovadis,1,6/14/2022,2022,Paris,France,"Supply chain, logistics, & delivery","[""Astorg Partners"",""Princeville Global"",""Beyond Net Zero""]",
"6/1/2023, 2:12:25 AM",Turntide Technologies,https://www.cbinsights.com/company/software-motor-corporation,1,6/15/2022,2022,Sunnyvale,United States,Auto & transportation,"[""Meson Capital Partners"",""Fifth Wall Ventures"",""OGCI Climate Investments""]",
"6/1/2023, 2:12:25 AM",Paystand,https://www.cbinsights.com/company/paystand,1,8/2/2022,2022,Scotts Valley,United States,Fintech,"[""BlueRun Ventures"",""LEAP Global Partners"",""Cervin Ventures""]",
"6/1/2023, 2:12:25 AM",Satispay,https://www.cbinsights.com/company/satispay,1,9/28/2022,2022,Milan,Italy,Fintech,"[""Lightrock"",""Greyhound Capital"",""Endeavor""]",
"6/1/2023, 2:12:25 AM",Vesttoo,https://www.cbinsights.com/company/vesttoo,1,10/25/2022,2022,Tel Aviv-Yafo,Israel,Fintech,"[""Mouro Capital"",""Hanaco Venture Capital"",""Gramercy Ventures""]",
"6/1/2023, 2:12:24 AM",Stability AI,https://www.cbinsights.com/company/stability-ai,1,10/5/2022,2022,London,United Kingdom,Artificial intelligence,"[""Lightspeed Venture Partners"",""Coatue Management""]",
"6/1/2023, 2:12:24 AM",Celestia,https://www.cbinsights.com/company/lazyledger,1,10/19/2022,2022,Vaduz,Liechtenstein,Internet software & services,"[""Placeholder Capital"",""Coinbase Ventures"",""Binance Ventures""]",
"6/1/2023, 2:12:24 AM",LINE MAN Wongnai,https://www.cbinsights.com/company/line-man,1,9/26/2022,2022,Bangkok,Thailand,E-commerce & direct-to-consumer,"[""BRV Capital Management"",""Bualuang Ventures""]",
"6/1/2023, 2:12:24 AM",Xanadu,https://www.cbinsights.com/company/xanadu,1,11/9/2022,2022,Toronto,Canada,Hardware,"[""BDC Capital"",""Georgian"",""Bessemer Venture Partners""]",
"6/1/2023, 2:12:24 AM",Flow,https://www.cbinsights.com/company/flow,1,8/15/2022,2022,New York,United States,Fintech,"[""Andreessen Horowitz""]",
"6/1/2023, 2:12:23 AM",Beamery,https://www.cbinsights.com/company/seedjobs,1,12/13/2022,2022,London,United Kingdom,Artificial intelligence,"[""Index Ventures"",""EQT Ventures"",""Workday Ventures""]",
"6/1/2023, 2:12:22 AM",Palmetto,https://www.cbinsights.com/company/palmetto-clean-technology,1,2/24/2022,2022,Charleston,United States,Other,"[""Greycroft"",""Lerer Hippeau"",""ArcTern Ventures""]",
"6/1/2023, 2:12:22 AM",Wheel,https://www.cbinsights.com/company/enzyme-health,1.01,1/19/2022,2022,Austin,United States,Health,"[""Silverton Partners"",""Tusk Ventures"",""CRV""]",
"6/1/2023, 2:12:21 AM",Branch,https://www.cbinsights.com/company/branch-1,1.05,3/1/2022,2022,Columbus,United States,Fintech,"[""American Family Ventures"",""Greycroft"",""SignalFire""]",
"6/1/2023, 2:12:20 AM",0x,https://www.cbinsights.com/company/0x-1,1.05,4/26/2022,2022,San Francisco,United States,Fintech,"[""Jump Capital"",""Pantera Capital"",""Greylock Partners""]",
"6/1/2023, 2:12:19 AM",Cirkul,https://www.cbinsights.com/company/cirkul,1.07,6/13/2022,2022,Sarasota,United States,Consumer & retail,"[""AF Ventures"",""Siddhi Capital"",""SC.Holdings""]",
"6/1/2023, 2:12:18 AM",Purplle,https://www.cbinsights.com/company/purplle,1.1,6/9/2022,2022,Mumbai,India,E-commerce & direct-to-consumer,"[""Blume Ventures"",""JSW Ventures"",""IvyCap Ventures""]",
"6/1/2023, 2:12:18 AM",Recover,https://www.cbinsights.com/company/recover-textile,1.1,6/9/2022,2022,Banyeres de Mariola,Spain,Other,"[""Goldman Sachs Asset Management"",""STORY3 Capital Partners""]",
"6/1/2023, 2:12:18 AM",PhysicsWallah,https://www.cbinsights.com/company/physicswallah,1.1,6/7/2022,2022,Uttar Pradesh,India,Edtech,"[""GSV Ventures"",""WestBridge Capital""]",
"6/1/2023, 2:12:18 AM",Material Security,https://www.cbinsights.com/company/meet-material,1.1,5/11/2022,2022,Redwood City,United States,Cybersecurity,"[""Andreessen Horowitz"",""Founders Fund""]",
"6/1/2023, 2:12:18 AM",Imply Data,https://www.cbinsights.com/company/imply-data,1.1,5/17/2022,2022,Burlingame,United States,Data management & analytics,"[""Andreessen Horowitz"",""Bessemer Venture Partners"",""Khosla Ventures,""]",
"6/1/2023, 2:12:18 AM",Teleport,https://www.cbinsights.com/company/gravitational,1.1,5/3/2022,2022,Oakland,United States,Cybersecurity,"[""Kleiner Perkins Caufield & Byers"",""s28 Capital"",""Insight Partners""]",
"6/1/2023, 2:12:17 AM",IntelyCare,https://www.cbinsights.com/company/intelycare,1.1,4/6/2022,2022,Quincy,United States,Health,"[""Kaiser Permanente Ventures"",""Endeavour Vision"",""LRVHealth""]",
"6/1/2023, 2:12:17 AM",Staffbase,https://www.cbinsights.com/company/staffbase,1.1,3/15/2022,2022,Chemnitz,Germany,Internet software & services,"[""Insight Partners"",""e.ventures"",""General Atlantic""]",
"6/1/2023, 2:12:17 AM",Beyond Identity,https://www.cbinsights.com/company/zeropw,1.1,2/22/2022,2022,New York,United States,Cybersecurity,"[""New Enterprise Associates"",""Koch Disruptive Technologies"",""Evolution Equity Partners""]",
"6/1/2023, 2:12:17 AM",eSentire,https://www.cbinsights.com/company/esentire,1.1,2/22/2022,2022,Waterloo,Canada,Cybersecurity,"[""Edison Partners"",""Georgian Partners"",""VentureLink""]",
"6/1/2023, 2:12:17 AM",LEAD,https://www.cbinsights.com/company/lead-school,1.1,1/13/2022,2022,Andheri,India,Edtech,"[""WestBridge Capital"",""GSV Ventures"",""Elevar Equity""]",
"6/1/2023, 2:12:15 AM",Nowports,https://www.cbinsights.com/company/nowports,1.1,5/24/2022,2022,Monterrey,Mexico,"Supply chain, logistics, & delivery","["" Monashees+"",""Foundation Capital"",""Base10 Partners""]",
"6/1/2023, 2:12:15 AM",Caribou,https://www.cbinsights.com/company/motorefi,1.1,5/23/2022,2022,Denver,United States,Fintech,"["" CMFG Ventures"",""Accomplice"",""Moderne Ventures""]",
"6/1/2023, 2:12:11 AM",Flexe,https://www.cbinsights.com/company/flexe,1,4/21/2022,2022,Seattle,United States,"Supply chain, logistics, & delivery","[""Redpoint Ventures"",""Prologis Ventures"",""Madrona Venture Group""]",
"6/1/2023, 2:12:11 AM",Wasabi,https://www.cbinsights.com/company/bluearchive,1.1,9/27/2022,2022,Boston,United States,Internet software & services,"[""Forestay Capital"",""Alumni Ventures"",""NTT DoCoMo Ventures""]",
"6/1/2023, 2:12:11 AM",Invoca,https://www.cbinsights.com/company/invoca,1.1,6/14/2022,2022,Santa Barbara,United States,Artificial intelligence,"[""Upfront Ventures"",""Accel"",""Industry Ventures""]",
"6/1/2023, 2:12:11 AM",Visby Medical,https://www.cbinsights.com/company/click-diagnostics,1.12,3/1/2022,2022,San Jose,United States,Health,"[""Artiman Ventures"",""Pitango Venture Capital"",""Valo Ventures""]",
"6/1/2023, 2:12:11 AM",DANA,https://www.cbinsights.com/company/dana-1,1.13,8/10/2022,2022,Jakarta,Indonesia,Fintech,"[""Ant Group"",""Lazada"",""Sinar Mas Indonesia""]",
"6/1/2023, 2:12:10 AM",Happy Money,https://www.cbinsights.com/company/payoffcom,1.15,2/8/2022,2022,Tustin,United States,Fintech,"[""FirstMark Capital"",""Anthemis"",""CMFG Ventures""]",
"6/1/2023, 2:12:09 AM",SOURCE Global,https://www.cbinsights.com/company/zero-mass-water,1.16,4/29/2022,2022,Scottsdale,United States,Other,"[""Breakthrough Energy Ventures"",""Material Impact"",""3x5 Special Opportunity Partners""]",
"6/1/2023, 2:12:09 AM",Younited,https://www.cbinsights.com/company/pret-dunion,1.16,12/8/2022,2022,Paris,France,Fintech,"[""Weber Investissements"",""Schibsted Growth""]",
"6/1/2023, 2:12:07 AM",Swiftly,https://www.cbinsights.com/company/swiftly-1,1.2,9/19/2022,2022,Seattle,United States,Mobile & telecommunications,"[""Mendacre"",""BRV Capital Management"",""Liquid 2 Ventures""]",
"6/1/2023, 2:12:07 AM",Spectrum Medical,https://www.cbinsights.com/company/spectrum-medical,1.2,7/18/2022,2022,Gloucester,United Kingdom,Health,"[""CVC Capital Partners""]",
"6/1/2023, 2:12:07 AM",stori,https://www.cbinsights.com/company/stori-1,1.2,7/15/2022,2022,Juarez,Mexico,Fintech,"[""Vision Plus Capital"",""\tSource Code Capital"",""Lightspeed Venture Partners""]",
"6/1/2023, 2:12:07 AM",Unit,https://www.cbinsights.com/company/unitco,1.2,5/17/2022,2022,New York,United States,Fintech,"[""Accel"",""Better Tomorrow Ventures"",""Flourish Ventures""]",
"6/1/2023, 2:12:07 AM",Viz.ai,https://www.cbinsights.com/company/vizai,1.2,4/7/2022,2022,San Francisco,United States,Artificial Intelligence,"[""Kleiner Perkins Caufield & Byers"",""CRV"",""Threshold Ventures""]",
"6/1/2023, 2:12:06 AM",Choco,https://www.cbinsights.com/company/choco,1.2,4/12/2022,2022,Berlin,Germany,E-commerce & direct-to-consumer,"[""Bessemer Venture Partners"",""G Squared"",""Insight Partners""]",
"6/1/2023, 2:12:06 AM",Helium,https://www.cbinsights.com/company/helium-systems,1.2,2/22/2022,2022,San Francisco,United States,Internet software & services,"[""FirstMark Capital"",""Tiger Global Management"",""FTX Venture""]",
"6/1/2023, 2:12:06 AM",LivSpace,https://www.cbinsights.com/company/livspace,1.2,2/8/2022,2022,Bengaluru,India,E-commerce & direct-to-consumer,"[""Jungle Ventures"",""Helion Venture Partners"",""INGKA Investments""]",
"6/1/2023, 2:12:06 AM",Phantom,https://www.cbinsights.com/company/phantom,1.2,1/31/2022,2022,San Francisco,United States,Fintech,"[""Paradigm"",""Andreessen Horowitz"",""Jump Capital""]",
"6/1/2023, 2:12:06 AM",BigPanda,https://www.cbinsights.com/company/bigpanda,1.2,1/12/2022,2022,Mountain View,United States,Artificial intelligence,"[""Advent International"",""Battery Ventures"",""Sequoia Capital Israel""]",
"6/1/2023, 2:12:06 AM",SeekOut,https://www.cbinsights.com/company/zipstorm,1.2,1/12/2022,2022,Bellevue,United States,Internet software & services,"[""Mayfield"",""Madrona Venture Group"",""Tiger Global Management""]",
"6/1/2023, 2:12:01 AM",Zip,https://www.cbinsights.com/company/evergreen-2,1.5,5/25/2022,2022,San Francisco,United States,Fintech,"[""\tCRV"",""Tiger Global Management"",""Y Combinator""]",
"6/1/2023, 2:12:01 AM",Kallyope,https://www.cbinsights.com/company/kallyope,1.22,2/15/2022,2022,New York,United States,Health,"[""The Column Group"",""Alexandria Venture Investments"",""Lux Capital""]",
